ID,Question,Date,Class
2178,"Problem set recommendations for a student who has taken classes through Calc III, but has very weak fundamentals",19/12/2022,maths
2179,Math curricula\programs or any experience using  The Road to Reality  as the\a primary textbook,26/12/2022,maths
2180,Students confusing  object types  in introductory proofs class,02/01/2023,maths
2181,What is the maximum value of the sum of the digits of the sum of the digits of a three-digit number?,04/01/2023,maths
2182,How to introduce the use of Greek letters in high school?,07/01/2023,maths
2183,Proof by Contradiction vs. Proof of Negation,08/01/2023,maths
2184,Is patching up a student's poor solution better than providing a good solution?,11/01/2023,maths
2185,Should one include the unit in the variable?,12/01/2023,maths
2186,Which are the most used Greek letters in math textbooks?,13/01/2023,maths
2187,Example of a phenomenon from real life where there is a limit going to infinity,20/01/2023,maths
2188,Best Free Direction Field Plotter?,24/01/2023,maths
2189,Introduction of group action as morphism of groups,25/01/2023,maths
2190,Common mistakes in probability,25/01/2023,maths
2191,"When teaching online, how does the teacher teach visual concepts?",25/01/2023,maths
2192, Lies to children  in mathematics and statistics education,26/01/2023,maths
2193,Should math for elementary teachers content be taught under the direction of the math department?,27/01/2023,maths
2194,What is the justification to teach the (redundant) use of parentheses in multiplications?,28/01/2023,maths
2195,Research into how students read algebraic expressions,29/01/2023,maths
2196,"Are there examples of central symmetry, without axial symmetry, in nature?",30/01/2023,maths
2197,How to teach using brackets in sums?,02/02/2023,maths
2198,Teaching math too soon in middle school and high school,10/02/2023,maths
2199,"What implication arrows, if any, should I require in teaching?",12/02/2023,maths
2200,Law of large numbers as a middle school topic?,14/02/2023,maths
2201,f(x+h) in the difference quotient,15/02/2023,maths
2202,"Word for an object being extended: Given F, a function that extends F is called an extension and F is called the extension __?",15/02/2023,maths
2203,How to formalize high-school (Euclidean) geometry?,18/02/2023,maths
2204,Composite functions,18/02/2023,maths
2205,Elementary Teacher Math specialist/ Basic Math Minor,20/02/2023,maths
2206,Applications of Triangle Inequality for high-school students?,21/02/2023,maths
2207,Lateral thinking in mathematics,23/02/2023,maths
2208,Definite integrals with equal limits,25/02/2023,maths
2209,Difference between the Cambridge IGCSE 0580 and 0607 mathematics courses,25/02/2023,maths
2210,Online platforms for teachers to discuss matters related to mathematics,26/02/2023,maths
2211,Is there ADA-compliance certification for mathematics text books?,03/03/2023,maths
2212,How do/should administrators estimate the cost of producing an online introductory mathematics class?,04/03/2023,maths
2213,Is there a fair way to increase the grade of students who did not do well in exams?,09/03/2023,maths
2214,Pi Day is approaching: What are some interesting math questions whose answer is exactly pi,10/03/2023,maths
2215,What to cover on a first ordinary differential equations module?,13/03/2023,maths
2216,What should I call the  important  values of x?,16/03/2023,maths
2217,Homework in a Flipped Classroom,16/03/2023,maths
2218,"When writing log, do you indicate the base, even when 10?",16/03/2023,maths
2219,Geometrical approaches in algebra,17/03/2023,maths
2220,How do you describe your experience using OER textbooks for calculus?,19/03/2023,maths
2221,Mathematical induction without simplifying equations or inequalities,19/03/2023,maths
2222,Multiple proofs for the same problem,20/03/2023,maths
2223,How to give exercises when students can use ChatGPT,21/03/2023,maths
2224,Questions to test highest level of competency,24/03/2023,maths
2225,Impact of GPT4 and future AI development on math curricula in schools,24/03/2023,maths
2226,Teaching Clifford Algebra Instead of Imaginary/Complex Numbers,25/03/2023,maths
2227,How to teach that is wrong?,26/03/2023,maths
2228,Parentheses around negative numbers,28/03/2023,maths
2229,What is an example of something you might see outside of math class and how would you model that thing as a set?,29/03/2023,maths
2230,Best category theory textbook for undergraduate students,31/03/2023,maths
2231,Interpreting the derivative as instantaneous rate of change in real phenomena,31/03/2023,maths
2232,A better example of a logical implication,02/04/2023,maths
2233,Seeking Advice on Allowing Students to Skip a Quiz in Linear Algebra Course,06/04/2023,maths
2234,What is the best didactical way to read decimal numbers?,11/04/2023,maths
2235,Triples or triplets in Pythagoras theorem,12/04/2023,maths
2236,Resources for teaching decimal numbers,15/04/2023,maths
2237,Process of finding limits for multivariable functions,16/04/2023,maths
2238,Comparison of texbook for  how to write proofs ,19/04/2023,maths
2239,Simple examples of how a good notation or diagram can help to solve math problems,19/04/2023,maths
2240,simpson paradox in classroom: reports?,20/04/2023,maths
2241,What are  must read /classical refences on data aggregation/disaggregation in statistics?,20/04/2023,maths
2242,Do any middle-school texts indicate that irrationality requires proof?,20/04/2023,maths
2243,Discrete Probability Modeling with Desmos or Spreadsheets,20/04/2023,maths
2244,Any online resources explaining why rearrangement of terms occurs in a particular order,21/04/2023,maths
2245,What is the terminology for integers with the same oddness or evenness?,23/04/2023,maths
2246,Differentiation in integer solutions,23/04/2023,maths
2247,Are Error-Analysis Lessons Effective?,23/04/2023,maths
2248,Why don t we teach a topological view of continuity instead of epsilon-delta?,24/04/2023,maths
2249,Importance of etymological approach to terminology,02/05/2023,maths
2250,congruency: how widely used?,05/05/2023,maths
2251,What is the origin of  Core Assessment  for freshman university classes?,05/05/2023,maths
2252,Assigning essays in take home exams,08/05/2023,maths
2253,Are there any fun toy applications of representation and character theory for finite groups to physics?,10/05/2023,maths
2254,Why do we teach linear algebra in precalculus classes?,11/05/2023,maths
2255,Good analogies for teaching error correcting codes,11/05/2023,maths
2256, Induction on  vs  Induction with respect to  in math,13/05/2023,maths
2257,Is it harmful to use the word  Cancel ?,16/05/2023,maths
2258,Adjusting a Bonus Points System to More Equitably Benefit Struggling Students,17/05/2023,maths
2259,Infinite descent method,17/05/2023,maths
2260,Joint Teaching of a First Year Engineering Maths Class,19/05/2023,maths
2261,Are these explanations of variance and covariance intuitive?,20/05/2023,maths
2262,Studies on the effects of using online platforms in teaching mathematics on students' beliefs about mathematics,21/05/2023,maths
2263,Topics covered in Calculus I and II (university level) that aren't covered in the AP Curriculum,22/05/2023,maths
2264,Programming and computation-focused textbook for introductory linear algebra,23/05/2023,maths
2265,Activities that encourage students to create or evaluate mathematical notations,23/05/2023,maths
2266,Partitioning objects in combinatorics,24/05/2023,maths
2267,What evidence is there in the literature that lessons geared towards dyslexic student help non-dyslexic students?,25/05/2023,maths
2268,Demarcated  Proof Idea ,27/05/2023,maths
2269,Any meaning/interpretation for the sum of reciprocals of factorials,02/06/2023,maths
2270,Whole numbers as sets vs abstracted properties of sets,12/06/2023,maths
2271,How can we best motivate the study of polynomials to high-school students?,15/06/2023,maths
2272,How to teach pure mathematics to a well-educated adult who did badly in maths at school,19/06/2023,maths
2273,how to read binary numbers?,23/06/2023,maths
2274,What is the dimension,24/06/2023,maths
2275,Where to distribute free math ed materials for informal settings?,29/06/2023,maths
2276,Is it better to teach category theory in the background of type theory than set theory?,04/07/2023,maths
2277,Pythagoras and Trigonometry sequencing,06/07/2023,maths
2278,do you know a mind-boggling/curious historical facts that will inspire and attract young people?,08/07/2023,maths
2279,How to explain that integral calculate areas?,13/07/2023,maths
2280,Sources on inequity in precalculus sequence,14/07/2023,maths
2281,"Are there differences between graphs, diagrams and charts?",15/07/2023,maths
2282,What's it called when multiple concepts are combined into a single problem?,16/07/2023,maths
2283,What mathematical topics are important for succeeding in an undergrad PDE course?,29/07/2023,maths
2284,A Question about Answer Keys,30/07/2023,maths
2285,"If a student earns a non-ABET accredited engineering degree, when can they take the FE or PE exam?",31/07/2023,maths
2286,Models for spherical geometry,31/07/2023,maths
2287,Limitations of applying the factor theorem,11/08/2023,maths
2288,How to explain square meters?,11/08/2023,maths
2289,Course materials for developing a mathematical theory from  natural questions to ask ,14/08/2023,maths
2290,Is there a preferred way to format a negative exponent?,19/08/2023,maths
2291,highschool's mathematics journal which citable in Google Scholar,20/08/2023,maths
2292,"Scepticism as the cornerstone for not making mistakes in arithmetic/algebra etc, especially for students who relentlessly make every possible error",21/08/2023,maths
2293,How to convince a student without calculus that great circles are geodesics in a sphere?,23/08/2023,maths
2294,"In math exams, how rigorous should the questions be?",24/08/2023,maths
2295,Geometric line: constructing fractions,25/08/2023,maths
2296,How to properly define volume for beginner calculus students?,27/08/2023,maths
2297,Is it correct to state that a cone has no faces?,27/08/2023,maths
2298,Correcting how a student writes symbols,28/08/2023,maths
2299,What is important to keep in mind in grading proof-based courses?,29/08/2023,maths
2300,What are some good books on mathematical pedagogy?,01/09/2023,maths
2301,Recommended online software for Euler method/ODEs,01/09/2023,maths
2302,Remote Teaching by Video Conferencing,02/09/2023,maths
2303,Why are negative numbers introduced before quotients in the real number subsets?,03/09/2023,maths
2304,Looking for web app resources for symbolic Gaussian elimination,11/09/2023,maths
2305,Explaining Sigma-Notation,12/09/2023,maths
2306,Utillizing Lakatos'  Proofs and Refutations  in Secondary Education,12/09/2023,maths
2307,Graphing lines by finding integer points,12/09/2023,maths
2308,Is for all real an abuse of language in math?,13/09/2023,maths
2309,The key didactical ideas on mathematical modelling?,15/09/2023,maths
2310,Does the  Middle School Mathematics domains  refer to (I) through (V) topics?,19/09/2023,maths
2311,Naming the procedure of converting the place values of digits,19/09/2023,maths
2312,What benefit is there to obfuscate the geometry with algebra?,23/09/2023,maths
2313,Geometrical verifications for Algebraic formulae,27/09/2023,maths
2314,What can be considered as common knowledge in an online Mathematics course?,27/09/2023,maths
2315,Is there a resource for learning to read mathematical notation/equations/formulae?,28/09/2023,maths
2316,"Plainly by eye, how can 16 year olds visually distinguish variables",01/10/2023,maths
2317,Antiderivative of  with or without absolute value?,02/10/2023,maths
2318,Sourcing and verifying calculus applications,02/10/2023,maths
2319,Does there exist a (statistical) topology induced by students on the space of algebraic formulas? :),02/10/2023,maths
2320,Is there a way to extend the analogy that fractions means  x out of y  to show that fractions are also dividing?,03/10/2023,maths
2321,What are some common errors and misconceptions about the Pythagorean Theorem?,04/10/2023,maths
2322,What would be a good pacing for teaching this calculus 2 course?,06/10/2023,maths
2323,Students can't seem to grasp the intent of tangent lines and getting general trends of derivatives from graphs,06/10/2023,maths
2324,How should an educator answer a student who asks  Can this theorem be deduced in other systems of set theory? ,09/10/2023,maths
2325,What can I do when advanced undergraduate and/or early graduate STEM students cannot perform correct math manipulations?,09/10/2023,maths
2326, Real life  examples of limits of functions at finite points,10/10/2023,maths
2327,"How to explain why we can t factor for all natural numbers n, to 13 year olds?",15/10/2023,maths
2328,How to motivate to 13 year olds?,15/10/2023,maths
2329,"To 17 year olds, how can I explain that two numbers with arbitrarily small difference are equal?",15/10/2023,maths
2330,When is it appropriate to warn about the difficulty of a subject?,16/10/2023,maths
2331,Is this a viable Calculus 1 question?,17/10/2023,maths
2332,Natural origins or learned habit: Why do students skip concepts before applications?,18/10/2023,maths
2333,Alternative to Quizlet live that supports latex formulas,19/10/2023,maths
2334,Identifying Trigonometrical proofs,21/10/2023,maths
2335,How can one lone picture prove the Triangle Inequality  and the Reverse Triangle Inequality?,21/10/2023,maths
2336,What are some decent apps for Hasse diagrams?,23/10/2023,maths
2337,Basic skill requirement suspension,24/10/2023,maths
2338,Cognitive activation vs cognitive load reduction,27/10/2023,maths
2339,"Why do most Analysis textbooks overlook, and fail to teach delta-epsilon proofs, using the K-? principle?",27/10/2023,maths
2340,Idea of using LLMs to help communicate ideas in math,28/10/2023,maths
2341,What are some  deep  questions to explore in elementary school math?,29/10/2023,maths
2342,Examples of Financial Institutions that Compute Interest Atypically?,31/10/2023,maths
2343,Educational resources commonly address slant asymptotes. Why not general polynomial asymptotes?,31/10/2023,maths
2344,Online Probability Simulation for Compound Events,01/11/2023,maths
2345,Intuition for order of operations in compound transformations,02/11/2023,maths
2346,Game project using linear algebra,03/11/2023,maths
2347,Engaging Mathematical Riddles for Classroom Enrichment: examples and impact studies references,05/11/2023,maths
2348,"How can I teach intuition why  If P then Q  and  P only if Q  mean the same, to first year undergraduates?",05/11/2023,maths
2349,Summer or Semester Programs which bridge to Graduate Mathematics,07/11/2023,maths
2350,Importance of complex numbers knowledge in real roots application,08/11/2023,maths
2351,Is there a standard convention for interpreting ambiguous absolute value expressions?,10/11/2023,maths
2352,How can we explain intuitively the convergence and divergence of these two series?,10/11/2023,maths
2353,Fixing wrong ideas about coefficients (e.g. subtract 3 from 3x to isolate x),16/11/2023,maths
2354,Does a proof by induction have to explicitly refer to the principle of mathematical induction?,18/11/2023,maths
2355,What to do with  wild goose chase  or  quantum leap -types of incorrect solutions when you ask students to prove/show something?,18/11/2023,maths
2356,Help finding a YouTube channel for Linear Algebra,20/11/2023,maths
2357,Requesting a Polynomial System of Equations,20/11/2023,maths
2358,Bridging the gap between students' intuitive problem-solving abilities and expressing ideas through formal writing,27/11/2023,maths
2359,Loaning students calculators during exams,27/11/2023,maths
2360, Tools  (literarily) for solving linear or quadratic equations,27/11/2023,maths
2361,Any examples of calculus sequence that deemphasizes calculation tricks?,28/11/2023,maths
2362,Special topics for introductory probability,01/12/2023,maths
2363,Problem of the Week for College Students,05/12/2023,maths
2364,ADHD superfocus and motivation for mathematics,06/12/2023,maths
2365,Strategies for Designing Challenging Yet Feasible Quiz Problems for Upper-Level Math Courses,07/12/2023,maths
2366,Examples for advanced math courses based on measurable learning objectives,10/12/2023,maths
2367,Textbook For a Course on Classical Geometry,11/12/2023,maths
2368,Strategies for Fair Assessment in Mixed-Ability Undergraduate Math Classes,14/12/2023,maths
2369,Topological fun facts for high school students,18/12/2023,maths
2370,How to mention a long theorem in a presentation/beamer,29/12/2023,maths
2371,Best practices for Proof Revision/ Proof Portfolio?,01/01/2024,maths
2372,What are common mistakes that students will make when solving  What's the original price  percentage problems?,02/01/2024,maths
2373,OER text for the mathematics of fair division,03/01/2024,maths
2374,Whether to tell students how difficult (you think) a problem is,04/01/2024,maths
2375,"Do you think with the advent of Desmos/GeoGebra, the Moore Method is more accessible to high school?",06/01/2024,maths
2376,How can we motivate that Newton's method is useful?,12/01/2024,maths
2377,Infinite descent method in geometry,14/01/2024,maths
2378,Alternative approaches in basic mathematical operations,15/01/2024,maths
2379,Some whiteboard program specialized for  typing  with latex support,16/01/2024,maths
2380,1st time math teacher 1st test feedback appreciated,18/01/2024,maths
2381,What is the terminology for  self-referral  integrals in calculus?,19/01/2024,maths
2382,Mnemonics for memorizing the difference between a closed interval and an open interval,21/01/2024,maths
2383,Flashcards and Study Methods for Undergraduate and Masters Degrees,25/01/2024,maths
2384,Sources of sample data for regressions,25/01/2024,maths
2385,A good book about mathematical thinking,25/01/2024,maths
2386,Motivating a definition of  gap  in a line just barely more advanced than the one used in the typical first-year calculus course,31/01/2024,maths
2387,Regarding finding eigenvalues and minimal polynomial of an operator with limited tools while following Sheldon Axler,06/02/2024,maths
2388,Resources for designing math degree programs,08/02/2024,maths
2389,Confusing variables with units in simple equations,09/02/2024,maths
2390,About a difficult exercise for 12 years pupils,10/02/2024,maths
2391,Looking for interesting tasks and activities for 6th grade students for a course on problem solving,14/02/2024,maths
2392,Does some textbook on probability use a particular way (described here) of accomplishing the segue into continuous distributions?,14/02/2024,maths
2393,Applications of High School Geometry,18/02/2024,maths
2394,Effectiveness of Requiring Students to Repeat Proofs Presented in Class,20/02/2024,maths
2395,What theorems from single-variable calculus break down in the multi-variable context? ,21/02/2024,maths
2396,Advice and Remedial Algebra Resources for Students Committed to Calculus,21/02/2024,maths
2397,"What are pros and cons of requiring students to create their own math questions, and what are some tips to make it work well?",24/02/2024,maths
2398,Comparison of two ways to introduce translation to 12-14 year olds,24/02/2024,maths
2399,Understanding common multiples,28/02/2024,maths
2400,How would you prepare students for  Alice and Bob  Putnam problems?,28/02/2024,maths
2401,Seeking Advice on Incorporating Online Discussions into Course Grading,29/02/2024,maths
2402,Is it a good idea to give partial points in grading,06/03/2024,maths
2403,Dominance of connectives: Why do we teach this?,07/03/2024,maths
2404,Why is communtative,07/03/2024,maths
2405,Real-World Problems for Teaching Extrema and Derivative Tests in STEM Education,07/03/2024,maths
2406,Why do some (pre-) calculus text allow r to be negative in polar coordinates?,08/03/2024,maths
2407,How to assess students in real analysis?,10/03/2024,maths
2408,"When teaching an upper-level proof based course, what criteria do you use to determine which and how many problems to assign?",14/03/2024,maths
2409,"How to prove, without the LOTUS formula, to student",17/03/2024,maths
2410,What's the most practical and efficient way to sort exams on paper?,23/03/2024,maths
2411,Engaging in a puzzle without a guidance of a leader while simultaneously being a component of that puzzle,27/03/2024,maths
2412,"How can graduates learn and apply university-level math, but fail to solve competition problems?",29/03/2024,maths
2413,Having students assess what problems they're ready for,30/03/2024,maths
2414,The value of homogeneous divisibility rules and of a numeration,01/04/2024,maths
2415,Math textbook for secondary school using Logo like syntax,01/04/2024,maths
2416,Generating function example,01/04/2024,maths
2417,Math textbook for secondary school using Logo like language,03/04/2024,maths
2418,Book recommendations for Math for Biochemistry Course,04/04/2024,maths
2419,Math tools for restructured lectures,05/04/2024,maths
2420,Is there a mathematics core assessment rubric?,05/04/2024,maths
2421,How to grade a flipped class to improve participation and attendance,11/04/2024,maths
2422,What are some simple problems that calculators get wrong?,14/04/2024,maths
2423,A visualization for the quotient rule,15/04/2024,maths
2424,Earliest real-world uses of Calculus and Linear Algebra,21/04/2024,maths
2425,What are your most recommended resources to teach fractions?,26/04/2024,maths
2426,Inner voice when reading mathematics,27/04/2024,maths
2427,What skills do algebra teachers wish their students had mastered before taking algebra?,30/04/2024,maths
2428,What is a corequisite course?,30/04/2024,maths
2429,What Basic Math Skills Should Be Expected of Students in a University-Level Linear Algebra Course?,03/05/2024,maths
2430,Producing defective matrix examples,04/05/2024,maths
2431,How Can I Encourage Students to Use AI Like ChatGPT Across Math Courses?,06/05/2024,maths
2432,Math Progress for Year 2 Student?,09/05/2024,maths
2433,Would you correct grading mistakes downwards if there is a mistake in grading?,10/05/2024,maths
2434,Correct notation of a Sample space,10/05/2024,maths
2435,"Which cognitive psychology findings are solid, that I can use to help my students?",11/05/2024,maths
2436,Resources to introduce Modular arithmetic,12/05/2024,maths
2437,The easy and the hard problems involving independent events,16/05/2024,maths
2438,"Logarithms properties, continuity and circular reasoning",16/05/2024,maths
2439,Preparing students to face challenges caused by artificial intelligence,26/05/2024,maths
2440,Why can't I teach that picking (un)popular integers doesn't lower Probability of winning lotteries?,02/06/2024,maths
2441,Examples of different languages with mathematically different names for concepts,05/06/2024,maths
2442,How to justify formula for area of triangle (or parallelogram),05/06/2024,maths
2443,"Assigning a semi-independent project for current math I students to learn a topic in Math II overlap with math I, and teach a math II class, how to?",13/06/2024,maths
2444,What are signs your high school algebra II (arithmetic) course plan focuses heavily on the first half and neglects depth in the second half?,15/06/2024,maths
2445,Making an online math course  interactive ,16/06/2024,maths
2446,Is teaching how to solve recurrence relations using generating functions too much for a first year discrete maths course?,23/06/2024,maths
2447,What kind of sequence is between an arithmetic and a geometric sequence?,28/06/2024,maths
2448,How can I distribute an exam to a large class without a lockdown broswer such as Respondus/Proctorio?,04/07/2024,maths
2449,Real-life problems involving solving triangles,07/07/2024,maths
2450,How to choose a textbook that is pedagogically optimal for oneself?,14/07/2024,maths
2451,References on maxima and minima serving as a pedagogical context to explore and gain a deeper understanding of real functions,16/07/2024,maths
2452,Does this explanation of integration and the Fundamental Theorems of Calculus make any sense?,17/07/2024,maths
2453,Teaching students how to check the validity of their proofs,17/07/2024,maths
2454,Advice for assigning student projects in masters data science stats course,17/07/2024,maths
2455,Question on implementation of PBL (problem or project-based learning) in Linear Algebra course,31/07/2024,maths
2456,Proof that this finite,03/08/2024,maths
2457,How can middle school students intuit 'if not  =  except if'?,06/08/2024,maths
2458,Emphasizing the decreasing condition in the Integral Test or in the AST (in Calculus II): is it worth the time?,10/08/2024,maths
2459,"How can I teach, how to replace 'unless' with 'if not'?",16/08/2024,maths
2460,Finding a Linear Algebra reading topic,18/08/2024,maths
2461,"*very* simple examples for definite integrals, for programming and business students",19/08/2024,maths
2462,Explaining Arithmetic Progression,22/08/2024,maths
2463,Why are volumes of revolution typically taught in Calculus 2 and not Calculus 3?,24/08/2024,maths
2464,"Intuitively, what does th is mean",04/09/2024,maths
2465,Defining Properties of a Line,09/09/2024,maths
2466,Engaging students in the beauty of mathematics,10/09/2024,maths
2467,Balancing Rigour and Application When Teaching Generating Functions to Computer Science Students,11/09/2024,maths
2468,Foundations researching on activity-based projects in school level,18/09/2024,maths
2469,Order of function transformations,29/09/2024,maths
2470,Is there an intuitive explanation for the properties of Pascal's triangle?,02/10/2024,maths
2471,Iconic and symbolic representations,07/10/2024,maths
2472,Hard PreCalculus Problems,11/10/2024,maths
2473,What is the correct math term for  same form ?,11/10/2024,maths
2474,Ideas how to make slides easily,18/10/2024,maths
2475,Is using online interaction platforms like Wooclap effective in a university math classroom?,24/10/2024,maths
2476,Difference between pre-algebra and early algebra in primary school teacher education,25/10/2024,maths
2477,Enhancing mathematical proof skills using AI (in university teaching),25/10/2024,maths
2478,The origin of  concave up  and  concave down ,25/10/2024,maths
2479,Solve this inequalities Does it make sense to ask this?,29/10/2024,maths
2480,Applications of line and surface integrals where the underlying space is not the physical space,07/11/2024,maths
2481,Should more basic methods of proof be taught BEFORE induction?,08/11/2024,maths
2482,A single symbol or notation means many things - does this actually cause problems for learners?,08/11/2024,maths
2483,I want to teach someone number theory in details starting from the beginning. How shall I start?,09/11/2024,maths
2484,chaining implications and equivalences in proofs,10/11/2024,maths
2485,Where to position the carried integers in long multiplication workings?,21/11/2024,maths
2486,Notation for differential equation,25/11/2024,maths
2487,Formative alternative to midterms for a large class,30/11/2024,maths
2488,What's the value of teaching least squares in high school?,02/12/2024,maths
2489,Book Recommendations Similar to Blanchard's Differential Equations,07/12/2024,maths
2490,Convincing the contrapositive is equivalent,08/12/2024,maths
2491,Good ways to help students overcome the mistake,10/12/2024,maths
2492,Problem involving vectors and surfaces using analogy,16/12/2024,maths
2493,How to teach high school students to analyze diagrams in a proof?,17/12/2024,maths
2494,Improving Retake Strategies for Proof-Based Quiz Problems,19/12/2024,maths
2495,Problems Without Posting Available Solutions,24/07/2019,maths
