ID,Question,Date,Class
2333,Alternative to Quizlet live that supports latex formulas,19/10/2023,maths
2334,Identifying Trigonometrical proofs,21/10/2023,maths
2335,How can one lone picture prove the Triangle Inequality  and the Reverse Triangle Inequality?,21/10/2023,maths
2336,What are some decent apps for Hasse diagrams?,23/10/2023,maths
2337,Basic skill requirement suspension,24/10/2023,maths
2338,Cognitive activation vs cognitive load reduction,27/10/2023,maths
2339,"Why do most Analysis textbooks overlook, and fail to teach delta-epsilon proofs, using the K-? principle?",27/10/2023,maths
2340,Idea of using LLMs to help communicate ideas in math,28/10/2023,maths
2341,What are some  deep  questions to explore in elementary school math?,29/10/2023,maths
2342,Examples of Financial Institutions that Compute Interest Atypically?,31/10/2023,maths
2343,Educational resources commonly address slant asymptotes. Why not general polynomial asymptotes?,31/10/2023,maths
2344,Online Probability Simulation for Compound Events,01/11/2023,maths
2345,Intuition for order of operations in compound transformations,02/11/2023,maths
2346,Game project using linear algebra,03/11/2023,maths
2347,Engaging Mathematical Riddles for Classroom Enrichment: examples and impact studies references,05/11/2023,maths
2348,"How can I teach intuition why  If P then Q  and  P only if Q  mean the same, to first year undergraduates?",05/11/2023,maths
2349,Summer or Semester Programs which bridge to Graduate Mathematics,07/11/2023,maths
2350,Importance of complex numbers knowledge in real roots application,08/11/2023,maths
2351,Is there a standard convention for interpreting ambiguous absolute value expressions?,10/11/2023,maths
2352,How can we explain intuitively the convergence and divergence of these two series?,10/11/2023,maths
2353,Fixing wrong ideas about coefficients (e.g. subtract 3 from 3x to isolate x),16/11/2023,maths
2354,Does a proof by induction have to explicitly refer to the principle of mathematical induction?,18/11/2023,maths
2355,What to do with  wild goose chase  or  quantum leap -types of incorrect solutions when you ask students to prove/show something?,18/11/2023,maths
2356,Help finding a YouTube channel for Linear Algebra,20/11/2023,maths
2357,Requesting a Polynomial System of Equations,20/11/2023,maths
2358,Bridging the gap between students' intuitive problem-solving abilities and expressing ideas through formal writing,27/11/2023,maths
2359,Loaning students calculators during exams,27/11/2023,maths
2360, Tools  (literarily) for solving linear or quadratic equations,27/11/2023,maths
2361,Any examples of calculus sequence that deemphasizes calculation tricks?,28/11/2023,maths
2362,Special topics for introductory probability,01/12/2023,maths
2363,Problem of the Week for College Students,05/12/2023,maths
2364,ADHD superfocus and motivation for mathematics,06/12/2023,maths
2365,Strategies for Designing Challenging Yet Feasible Quiz Problems for Upper-Level Math Courses,07/12/2023,maths
2366,Examples for advanced math courses based on measurable learning objectives,10/12/2023,maths
2367,Textbook For a Course on Classical Geometry,11/12/2023,maths
2368,Strategies for Fair Assessment in Mixed-Ability Undergraduate Math Classes,14/12/2023,maths
2369,Topological fun facts for high school students,18/12/2023,maths
2370,How to mention a long theorem in a presentation/beamer,29/12/2023,maths
2371,Best practices for Proof Revision/ Proof Portfolio?,01/01/2024,maths
2372,What are common mistakes that students will make when solving  What's the original price  percentage problems?,02/01/2024,maths
2373,OER text for the mathematics of fair division,03/01/2024,maths
2374,Whether to tell students how difficult (you think) a problem is,04/01/2024,maths
2375,"Do you think with the advent of Desmos/GeoGebra, the Moore Method is more accessible to high school?",06/01/2024,maths
2376,How can we motivate that Newton's method is useful?,12/01/2024,maths
2377,Infinite descent method in geometry,14/01/2024,maths
2378,Alternative approaches in basic mathematical operations,15/01/2024,maths
2379,Some whiteboard program specialized for  typing  with latex support,16/01/2024,maths
2380,1st time math teacher 1st test feedback appreciated,18/01/2024,maths
2381,What is the terminology for  self-referral  integrals in calculus?,19/01/2024,maths
2382,Mnemonics for memorizing the difference between a closed interval and an open interval,21/01/2024,maths
2383,Flashcards and Study Methods for Undergraduate and Masters Degrees,25/01/2024,maths
2384,Sources of sample data for regressions,25/01/2024,maths
2385,A good book about mathematical thinking,25/01/2024,maths
2386,Motivating a definition of  gap  in a line just barely more advanced than the one used in the typical first-year calculus course,31/01/2024,maths
2387,Regarding finding eigenvalues and minimal polynomial of an operator with limited tools while following Sheldon Axler,06/02/2024,maths
2388,Resources for designing math degree programs,08/02/2024,maths
2389,Confusing variables with units in simple equations,09/02/2024,maths
2390,About a difficult exercise for 12 years pupils,10/02/2024,maths
2391,Looking for interesting tasks and activities for 6th grade students for a course on problem solving,14/02/2024,maths
2392,Does some textbook on probability use a particular way (described here) of accomplishing the segue into continuous distributions?,14/02/2024,maths
2393,Applications of High School Geometry,18/02/2024,maths
2394,Effectiveness of Requiring Students to Repeat Proofs Presented in Class,20/02/2024,maths
2395,What theorems from single-variable calculus break down in the multi-variable context? ,21/02/2024,maths
2396,Advice and Remedial Algebra Resources for Students Committed to Calculus,21/02/2024,maths
2397,"What are pros and cons of requiring students to create their own math questions, and what are some tips to make it work well?",24/02/2024,maths
2398,Comparison of two ways to introduce translation to 12-14 year olds,24/02/2024,maths
2399,Understanding common multiples,28/02/2024,maths
2400,How would you prepare students for  Alice and Bob  Putnam problems?,28/02/2024,maths
2401,Seeking Advice on Incorporating Online Discussions into Course Grading,29/02/2024,maths
2402,Is it a good idea to give partial points in grading,06/03/2024,maths
2403,Dominance of connectives: Why do we teach this?,07/03/2024,maths
2404,Why is communtative,07/03/2024,maths
2405,Real-World Problems for Teaching Extrema and Derivative Tests in STEM Education,07/03/2024,maths
2406,Why do some (pre-) calculus text allow r to be negative in polar coordinates?,08/03/2024,maths
2407,How to assess students in real analysis?,10/03/2024,maths
2408,"When teaching an upper-level proof based course, what criteria do you use to determine which and how many problems to assign?",14/03/2024,maths
2409,"How to prove, without the LOTUS formula, to student",17/03/2024,maths
2410,What's the most practical and efficient way to sort exams on paper?,23/03/2024,maths
2411,Engaging in a puzzle without a guidance of a leader while simultaneously being a component of that puzzle,27/03/2024,maths
2412,"How can graduates learn and apply university-level math, but fail to solve competition problems?",29/03/2024,maths
2413,Having students assess what problems they're ready for,30/03/2024,maths
2414,The value of homogeneous divisibility rules and of a numeration,01/04/2024,maths
2415,Math textbook for secondary school using Logo like syntax,01/04/2024,maths
2416,Generating function example,01/04/2024,maths
2417,Math textbook for secondary school using Logo like language,03/04/2024,maths
2418,Book recommendations for Math for Biochemistry Course,04/04/2024,maths
2419,Math tools for restructured lectures,05/04/2024,maths
2420,Is there a mathematics core assessment rubric?,05/04/2024,maths
2421,How to grade a flipped class to improve participation and attendance,11/04/2024,maths
2422,What are some simple problems that calculators get wrong?,14/04/2024,maths
2423,A visualization for the quotient rule,15/04/2024,maths
2424,Earliest real-world uses of Calculus and Linear Algebra,21/04/2024,maths
2425,What are your most recommended resources to teach fractions?,26/04/2024,maths
2426,Inner voice when reading mathematics,27/04/2024,maths
2427,What skills do algebra teachers wish their students had mastered before taking algebra?,30/04/2024,maths
2428,What is a corequisite course?,30/04/2024,maths
2429,What Basic Math Skills Should Be Expected of Students in a University-Level Linear Algebra Course?,03/05/2024,maths
2430,Producing defective matrix examples,04/05/2024,maths
2431,How Can I Encourage Students to Use AI Like ChatGPT Across Math Courses?,06/05/2024,maths
2432,Math Progress for Year 2 Student?,09/05/2024,maths
2433,Would you correct grading mistakes downwards if there is a mistake in grading?,10/05/2024,maths
2434,Correct notation of a Sample space,10/05/2024,maths
2435,"Which cognitive psychology findings are solid, that I can use to help my students?",11/05/2024,maths
2436,Resources to introduce Modular arithmetic,12/05/2024,maths
2437,The easy and the hard problems involving independent events,16/05/2024,maths
2438,"Logarithms properties, continuity and circular reasoning",16/05/2024,maths
2439,Preparing students to face challenges caused by artificial intelligence,26/05/2024,maths
